Run ID,Name,Source Type,Source Name,User,Status,Negative_f1,Negative_precision,Negative_recall,Positive_f1,Positive_precision,Positive_recall,f1,precision,recall
2123c2458e00469c8e719e1c9a3d627c,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.8052392947103275,0.8094530722484807,0.8010691613765453,0.8073229890022262,0.8031865661774428,0.8115022376594749,0.8062811418562769,0.8063198192129617,0.8062856995180101
d5c0e41bc65b480fb5275d6e87bef6fc,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.8031300792573601,0.8055732965813976,0.8007016371533578,0.804395238491634,0.8019785545928361,0.8068265312938347,0.803762658874497,0.8037759255871169,0.8037640842235962
15971846ab8c4dc6b0b677bdb378576a,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.7849364791288566,0.7620665785664842,0.8092215168727029,0.771298593879239,0.7967248131007476,0.7474450604502038,0.7781175365040478,0.7793956958336159,0.7783332886614533
08e1d64a501a48f3a57b96a77bdd8777,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.733063648932357,0.7493457095997488,0.7174741062479117,0.7442811125463972,0.7291045971488067,0.7601028655400441,0.7386723807393771,0.7392251533742777,0.7387884858939779
09102fc4967c4c1f9fc351be5d3fe0d7,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.7966507996301496,0.8170483281820736,0.7772469094553959,0.8063969221740406,0.7876751592356688,0.8260303252955714,0.8015238609020952,0.8023617437088713,0.8016386173754837
bc3435161ae447c79f756ac35cf20305,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.7721041334902722,0.8010559586236621,0.7451720681590378,0.787549215774866,0.7618794879800187,0.8150090174337051,0.779826674632569,0.7814677233018403,0.7800905427963715
1859bdaf3e324a8682c9d12b871cbcbf,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,jovyan,FINISHED,0.7716398736154996,0.803122289679098,0.7425325760106916,0.7883235171059831,0.7606832298136645,0.8180482265713713,0.7799816953607414,0.7819027597463812,0.7802904012910314
